|country|points|price
4018|US|88|14.0
4019|US|95|85.0
4020|Portugal|90|
4021|US|94|66.0
4022|Portugal|87|
4023|US|84|10.0
4024|US|91|30.0
4025|US|86|16.0
4026|France|85|12.0
4027|Italy|87|25.0
4028|Portugal|84|32.0
4029|Italy|87|12.0
4030|France|93|70.0
4031|US|95|40.0
4032|US|88|39.0
4033|US|90|111.0
4034|Italy|89|
4035|Italy|91|26.0
4036|US|92|20.0
4037|US|87|42.0
4038|France|87|96.0
4039|US|93|35.0
4040|US|91|60.0
4041|Italy|88|20.0
4042|US|84|16.0
4043|Portugal|86|10.0
4044|Argentina|83|9.0
4045|South Africa|87|28.0
4046|Chile|88|30.0
4047|France|87|13.0
4048|US|87|11.0
4049|US|86|25.0
4050|France|86|
4051|Australia|94|89.0
4052|Chile|88|18.0
4053|US|88|18.0
4054|France|91|
4055|US|86|42.0
4056|South Africa|86|11.0
4057|France|90|26.0
4058|US|91|28.0
4059|Italy|89|21.0
4060|US|85|16.0
4061|US|84|25.0
4062|France|90|14.0
4063|France|85|15.0
4064|France|86|26.0
4065|Italy|90|80.0
4066|New Zealand|85|
4067|US|89|39.0
4068|Spain|94|250.0
4069|Australia|86|20.0
4070|US|92|29.0
4071|Portugal|90|15.0
4072|New Zealand|81|11.0
4073|Italy|93|49.0
4074|US|85|13.0
4075|New Zealand|87|38.0
4076|Italy|91|45.0
4077|Italy|87|22.0
4078|US|92|65.0
4079|Italy|88|25.0
4080|US|91|35.0
4081|US|91|18.0
4082|Spain|88|14.0
4083|US|93|51.0
4084|Italy|88|
4085|US|91|50.0
4086|US|88|26.0
4087|Italy|94|40.0
4088|Italy|86|10.0
4089|US|84|18.0
4090|US|86|20.0
4091|Austria|90|
4092|US|87|22.0
4093|Italy|88|24.0
4094|New Zealand|90|
4095|Italy|90|42.0
4096|Chile|85|10.0
4097|US|87|18.0
4098|US|85|32.0
4099|France|95|
4100|France|90|
4101|Portugal|84|
4102|Argentina|84|13.0
4103|Chile|87|13.0
4104|Portugal|87|
4105|Italy|91|35.0
4106|Spain|87|23.0
4107|Austria|85|15.0
4108|US|81|21.0
4109|US|88|46.0
4110|Italy|85|14.0
4111|Argentina|81|15.0
4112|France|91|60.0
4113|Germany|90|19.0
4114|US|90|95.0
4115|US|90|24.0
4116|Spain|85|25.0
4117|France|85|26.0
4118|Italy|87|
4119|Chile|86|12.0
4120|Spain|93|131.0
4121|US|92|26.0
4122|Italy|90|36.0
4123|Argentina|86|10.0
4124|Chile|84|12.0
4125|France|88|
4126|France|92|
4127|Spain|84|14.0
4128|US|92|65.0
4129|France|93|
4130|US|88|30.0
4131|US|83|25.0
4132|US|90|42.0
4133|US|89|80.0
4134|South Africa|87|24.0
4135|US|90|30.0
4136|US|90|40.0
4137|Australia|89|16.0
4138|Spain|89|42.0
4139|US|90|50.0
4140|France|91|
4141|Italy|89|60.0
4142|Italy|84|18.0
4143|Austria|86|25.0
4144|US|91|50.0
4145|Argentina|83|21.0
4146|Spain|86|7.0
4147|US|89|29.0
4148|Italy|94|55.0
4149|France|93|
4150|Spain|86|7.0
4151|US|92|45.0
4152|US|92|60.0
4153|Italy|90|75.0
4154|Austria|85|26.0
4155|US|88|22.0
4156|US|87|48.0
4157|US|88|65.0
4158|US|83|75.0
4159|US|90|21.0
4160|US|91|60.0
4161|US|87|95.0
4162|US|88|12.0
4163|US|86|20.0
4164|New Zealand|91|27.0
4165|New Zealand|88|15.0
4166|US|88|20.0
4167|US|84|70.0
4168|US|86|17.0
4169|US|82|12.0
4170|US|86|27.0
4171|US|82|33.0
4172|France|93|120.0
4173|France|86|17.0
4174|Chile|91|24.0
4175|Italy|91|20.0
4176|France|93|169.0
4177|Portugal|90|45.0
4178|France|89|54.0
4179|US|86|27.0
4180|US|90|42.0
4181|US|87|20.0
4182|US|86|18.0
4183|US|90|50.0
4184|US|94|65.0
4185|Spain|84|10.0
4186|Australia|87|45.0
4187|US|82|12.0
4188|Austria|90|
4189|Italy|84|15.0
4190|US|84|14.0
4191|US|86|16.0
4192|New Zealand|91|55.0
4193|US|95|30.0
4194|US|87|55.0
4195|Spain|88|20.0
4196|Italy|84|20.0
4197|France|90|27.0
4198|Spain|91|60.0
4199|France|90|23.0
4200|Australia|90|19.0
4201|France|84|
4202|Italy|85|25.0
4203|Australia|85|18.0
4204|Spain|86|18.0
4205|Spain|86|11.0
4206|Argentina|88|15.0
4207|France|90|75.0
4208|Italy|84|10.0
4209|Portugal|92|37.0
4210|Chile|80|12.0
4211|Italy|87|
4212|US|90|24.0
4213|US|90|17.0
4214|France|86|22.0
4215|US|84|18.0
4216|Italy|87|40.0
4217|US|88|40.0
4218|US|89|28.0
4219|US|92|45.0
4220|Italy|87|60.0
4221|Spain|84|18.0
4222|US|84|15.0
4223|Australia|88|20.0
4224|US|90|25.0
4225|US|88|21.0
4226|France|87|11.0
4227|Italy|86|17.0
4228|Australia|89|28.0
4229|Italy|87|
4230|Hungary|84|12.0
4231|France|88|
4232|US|88|20.0
4233|Italy|90|50.0
4234|Chile|87|20.0
4235|Austria|88|
4236|US|93|32.0
4237|US|93|60.0
4238|US|81|15.0
4239|Austria|93|71.0
4240|New Zealand|89|16.0
4241|Italy|94|70.0
4242|France|86|10.0
4243|New Zealand|89|25.0
4244|US|86|10.0
4245|US|87|30.0
4246|US|90|16.0
4247|US|90|21.0
4248|US|85|35.0
4249|France|91|59.0
4250|France|92|135.0
4251|Italy|93|135.0
4252|Hungary|91|20.0
4253|Spain|85|75.0
4254|US|84|30.0
4255|US|86|23.0
4256|Argentina|82|17.0
4257|US|83|11.0
4258|France|89|
4259|France|92|26.0
4260|US|92|28.0
4261|Austria|90|38.0
4262|US|90|55.0
4263|France|91|150.0
4264|US|89|35.0
4265|US|90|28.0
4266|US|90|20.0
4267|US|92|35.0
4268|US|94|45.0
4269|France|85|13.0
4270|US|85|20.0
4271|France|92|149.0
4272|Spain|93|89.0
4273|Italy|83|11.0
4274|France|88|35.0
4275|Portugal|85|10.0
4276|South Africa|86|11.0
4277|Chile|87|15.0
4278|Austria|88|33.0
4279|Italy|86|
4280|France|92|35.0
4281|US|95|28.0
4282|France|88|
4283|US|87|34.0
4284|Spain|88|20.0
4285|Spain|89|15.0
4286|US|87|12.0
4287|US|89|25.0
4288|Italy|85|13.0
4289|US|91|35.0
4290|Italy|90|75.0
4291|France|86|32.0
4292|US|85|24.0
4293|Austria|86|14.0
4294|US|86|44.0
4295|US|90|42.0
4296|Chile|87|11.0
4297|France|85|14.0
4298|Australia|88|30.0
4299|France|87|30.0
4300|Italy|86|25.0
4301|US|85|12.0
4302|US|87|15.0
4303|Argentina|90|23.0
4304|US|80|29.0
4305|US|92|48.0
4306|US|83|11.0
4307|US|92|19.0
4308|Argentina|86|12.0
4309|US|84|39.0
4310|Argentina|84|22.0
4311|Australia|91|30.0
4312|US|88|14.0
4313|Portugal|84|35.0
4314|Italy|90|59.0
4315|Italy|89|29.0
4316|Spain|84|10.0
4317|US|88|20.0
4318|US|85|26.0
4319|New Zealand|87|40.0
4320|US|87|27.0
4321|US|83|25.0
4322|Australia|87|17.0
4323|US|88|20.0
4324|Chile|87|16.0
4325|France|90|45.0
4326|France|95|
4327|US|96|78.0
4328|US|82|16.0
4329|US|90|34.0
4330|France|95|
4331|US|93|63.0
4332|France|84|27.0
4333|US|87|25.0
4334|Argentina|87|12.0
4335|France|89|26.0
4336|France|85|17.0
4337|Israel|87|65.0
4338|Italy|91|75.0
4339|South Africa|83|9.0
4340|France|88|29.0
4341|Portugal|89|
4342|Argentina|83|12.0
4343|Spain|93|71.0
4344|Spain|85|16.0
4345|Italy|85|18.0
4346|US|85|22.0
4347|Greece|86|13.0
4348|Italy|90|43.0
4349|France|85|16.0
4350|US|90|30.0
4351|Italy|82|28.0
4352|US|91|35.0
4353|France|87|23.0
4354|Spain|85|20.0
4355|US|90|50.0
4356|US|89|35.0
4357|US|88|20.0
4358|Italy|91|28.0
4359|France|94|
4360|France|90|
4361|France|92|36.0
4362|US|87|16.0
4363|US|90|54.0
4364|US|92|60.0
4365|Italy|90|
4366|US|91|28.0
4367|Spain|89|15.0
4368|Chile|91|27.0
4369|US|87|25.0
4370|Australia|87|25.0
4371|US|85|17.0
4372|Australia|93|50.0
4373|US|84|27.0
4374|US|90|75.0
4375|France|86|36.0
4376|Italy|90|41.0
4377|Italy|93|45.0
4378|US|89|15.0
4379|France|91|
4380|Portugal|84|10.0
4381|Spain|89|14.0
4382|Spain|89|29.0
4383|US|86|29.0
4384|Germany|87|13.0
4385|Australia|91|65.0
4386|Chile|89|19.0
4387|US|83|25.0
4388|US|88|26.0
4389|Argentina|86|19.0
4390|US|84|11.0
4391|Italy|90|21.0
4392|Spain|88|14.0
4393|Spain|84|15.0
4394|Argentina|87|20.0
4395|Italy|88|37.0
4396|US|92|35.0
4397|France|87|
4398||90|30.0
4399|US|85|35.0
4400|Italy|84|28.0
4401|Israel|86|16.0
4402|France|87|
4403|France|90|
4404|Italy|88|50.0
4405|Italy|89|25.0
4406|Chile|82|12.0
4407|France|84|
4408|Austria|90|
4409|Italy|86|
4410|Germany|90|50.0
4411|France|94|70.0
4412|US|90|30.0
4413|US|92|32.0
4414|US|89|20.0
4415|Chile|87|13.0
4416|Italy|87|20.0
4417|France|93|139.0
4418|France|86|20.0
4419|US|86|25.0
4420|France|87|12.0
4421|Italy|90|
4422|US|86|16.0
4423|Italy|85|
4424|US|92|40.0
4425|France|85|
4426|Spain|86|10.0
4427|Italy|86|17.0
4428|US|87|12.0
4429|US|92|80.0
4430|Israel|87|18.0
4431|US|84|16.0
4432|France|86|12.0
4433|US|82|38.0
4434|US|87|38.0
4435|US|88|15.0
4436|France|85|14.0
4437|US|88|50.0
4438|Italy|87|12.0
4439|Italy|87|20.0
4440|US|85|15.0
4441|South Africa|90|32.0
4442|France|93|24.0
4443|Italy|86|
4444|US|88|40.0
4445|Italy|87|25.0
4446|France|88|
4447|Spain|86|10.0
4448|US|87|49.0
4449|Israel|90|20.0
4450|Italy|87|39.0
4451|US|92|40.0
4452|Italy|91|62.0
4453|US|88|38.0
4454|France|85|22.0
4455|US|94|100.0
4456|US|89|20.0
4457|Portugal|91|
4458|Italy|88|16.0
4459|Italy|90|47.0
4460|France|90|65.0
4461|Germany|88|24.0
4462|France|87|15.0
4463|US|84|18.0
4464|US|86|8.0
4465|Italy|88|
4466|Chile|85|10.0
4467|Italy|91|52.0
4468|US|92|42.0
4469|Austria|88|
4470|Argentina|84|8.0
4471|Italy|86|21.0
4472|US|95|90.0
4473|US|90|48.0
4474|New Zealand|90|20.0
4475|US|94|65.0
4476|US|90|22.0
4477|US|88|50.0
4478|US|92|34.0
4479|US|82|13.0
4480|US|90|45.0
4481|US|87|80.0
4482|US|92|25.0
4483|US|84|38.0
4484|Spain|87|12.0
4485|US|89|18.0
4486|US|87|25.0
4487|US|84|9.0
4488|US|84|23.0
4489|US|85|42.0
4490|Spain|84|9.0
4491|France|85|
4492|US|87|17.0
4493|US|86|12.0
4494|US|90|38.0
4495|France|87|40.0
4496|Germany|92|37.0
4497|US|90|43.0
4498|Italy|88|55.0
4499|France|91|
4500|US|92|55.0
4501|Australia|86|13.0
4502|US|84|24.0
4503|US|87|25.0
4504|France|87|45.0
4505|Italy|90|74.0
4506|Argentina|86|10.0
4507|France|91|
4508|New Zealand|89|24.0
4509|Germany|88|24.0
4510|Italy|91|40.0
4511|New Zealand|81|
4512|France|90|108.0
4513|US|90|49.0
4514|Italy|84|15.0
4515|Chile|87|14.0
4516|US|95|100.0
4517|US|91|30.0
4518|US|89|24.0
4519|US|88|24.0
4520|Germany|82|12.0
4521|Spain|82|6.0
4522|France|87|
4523|France|91|70.0
4524|New Zealand|86|10.0
4525|Italy|92|70.0
4526|US|93|67.0
4527|Spain|86|17.0
4528|US|87|24.0
4529|Italy|87|
4530|France|89|
4531|New Zealand|89|17.0
4532|France|89|28.0
4533|US|87|16.0
4534|France|92|32.0
4535|US|82|35.0
4536|US|85|13.0
4537|Israel|85|35.0
4538|US|87|24.0
4539|France|89|19.0
4540|US|90|42.0
4541|France|90|22.0
4542|US|84|18.0
4543|US|84|16.0
4544|US|90|16.0
4545|US|84|24.0
4546|Portugal|91|
4547|US|90|39.0
4548|Austria|85|
4549|US|94|36.0
4550|US|86|29.0
4551|Italy|86|14.0
4552|US|93|65.0
4553|Italy|83|11.0
4554|US|90|28.0
4555|France|90|
4556|US|91|69.0
4557|US|91|50.0
4558|Italy|93|80.0
4559|France|93|150.0
4560|US|87|15.0
4561|US|87|30.0
4562|Portugal|89|14.0
4563|France|86|17.0
4564|Australia|90|23.0
4565|US|83|36.0
4566|France|88|19.0
4567|France|89|
4568|US|93|35.0
4569|Australia|82|37.0
4570|France|88|
4571|Argentina|80|14.0
4572|Chile|90|20.0
4573|US|91|64.0
4574|US|89|35.0
4575|US|87|25.0
4576|US|89|18.0
4577|US|85|22.0
4578|US|90|14.0
4579|US|82|15.0
4580|France|88|
4581|Italy|87|26.0
4582|US|90|37.0
4583|US|83|20.0
4584|New Zealand|87|15.0
4585|US|88|15.0
4586|US|89|34.0
4587|France|88|23.0
4588|France|89|
4589|US|87|
4590|Australia|87|12.0
4591|France|87|18.0
4592|Spain|84|10.0
4593|US|88|16.0
4594|Chile|87|40.0
4595|Italy|90|25.0
4596|US|87|36.0
4597|France|90|30.0
4598|Portugal|88|16.0
4599|Italy|87|15.0
4600|US|87|16.0
4601|France|92|
4602|US|89|35.0
4603|US|87|22.0
4604|US|93|30.0
4605|Spain|87|13.0
4606|Portugal|84|10.0
4607|France|86|17.0
4608|US|81|8.0
4609|Chile|88|13.0
4610|Chile|83|17.0
4611|Austria|90|15.0
4612|Portugal|92|
4613|US|87|19.0
4614|US|85|40.0
4615|US|87|
4616|US|93|300.0
4617|Italy|86|20.0
4618|US|91|45.0
4619|US|90|10.0
4620|France|92|22.0
4621|Italy|91|35.0
4622|Italy|91|22.0
4623|US|88|20.0
4624|US|94|135.0
4625|Argentina|85|12.0
4626|Italy|94|70.0
4627|US|84|16.0
4628|Spain|86|12.0
4629|Germany|88|25.0
4630|Argentina|85|10.0
4631|US|84|10.0
4632|Italy|84|22.0
4633|Australia|87|17.0
4634|France|91|
4635|US|93|42.0
4636|US|90|50.0
4637|US|86|11.0
4638|US|88|20.0
4639|Chile|85|11.0
4640|Italy|90|56.0
4641|US|81|33.0
4642|France|96|380.0
4643|US|82|55.0
4644|US|88|40.0
4645|US|87|13.0
4646|New Zealand|83|14.0
4647|Spain|92|63.0
4648|Italy|91|75.0
4649|Argentina|86|10.0
4650|Austria|86|15.0
4651|US|89|25.0
4652|Spain|88|42.0
4653|Australia|84|7.0
4654|Argentina|84|10.0
4655|US|83|22.0
4656|US|82|14.0
4657|South Africa|90|29.0
4658|US|87|35.0
4659|US|87|60.0
4660|US|92|100.0
4661|Argentina|92|90.0
4662|US|89|39.0
4663|Italy|89|28.0
4664|Spain|85|43.0
4665|Israel|85|45.0
4666|Argentina|86|19.0
4667|US|89|25.0
4668|New Zealand|90|17.0
4669|US|84|12.0
4670|France|87|19.0
4671|US|90|35.0
4672|US|84|6.0
4673|US|88|19.0
4674|Chile|91|25.0
4675|US|91|20.0
4676|Spain|83|
4677|Israel|87|24.0
4678|US|83|11.0
4679|US|94|65.0
4680|Italy|85|
4681|Spain|85|16.0
4682|US|85|50.0
4683|Italy|92|54.0
4684|US|83|22.0
4685|Germany|87|42.0
4686|Spain|92|100.0
4687|Spain|90|35.0
4688|US|88|16.0
4689|Australia|86|25.0
4690|US|88|19.0
4691|Italy|82|11.0
4692|US|86|15.0
4693|US|91|20.0
4694|Australia|96|120.0
4695|Australia|83|19.0
4696|France|88|65.0
4697|Italy|86|11.0
4698|US|92|25.0
4699|Argentina|88|15.0
4700|US|88|34.0
4701|US|95|40.0
4702|France|94|187.0
4703|Slovenia|90|60.0
4704|US|83|20.0
4705|Spain|88|30.0
4706|France|84|15.0
4707|Austria|91|42.0
4708|US|92|60.0
4709|New Zealand|92|29.0
4710|Australia|91|45.0
4711|New Zealand|92|
4712|US|87|20.0
4713|US|87|27.0
4714|US|90|32.0
4715|Australia|85|18.0
4716|US|95|48.0
4717|South Africa|87|12.0
4718|Austria|89|50.0
4719|US|86|20.0
4720|Italy|91|
4721|South Africa|87|20.0
4722|US|86|24.0
4723|Italy|88|13.0
4724|France|89|
4725|Italy|89|
4726|Chile|89|19.0
4727|US|93|32.0
4728|Italy|88|30.0
4729|US|87|58.0
4730|New Zealand|82|29.0
4731|France|90|48.0
4732|US|85|26.0
4733|Italy|89|29.0
4734|Austria|90|14.0
4735|US|86|18.0
4736|New Zealand|86|27.0
4737|Spain|86|16.0
4738|Germany|92|48.0
4739|Chile|83|12.0
4740|France|88|18.0
4741|US|82|14.0
4742|France|87|17.0
4743|US|92|40.0
4744|US|92|140.0
4745|France|90|
4746|France|92|38.0
4747|Spain|91|32.0
4748|US|89|60.0
4749|US|92|30.0
4750|France|88|70.0
4751|Italy|90|30.0
4752|US|82|27.0
4753|France|99|450.0
4754|Germany|87|13.0
4755|US|91|40.0
4756|France|90|65.0
4757|Portugal|88|11.0
4758|France|87|13.0
4759|Austria|87|12.0
4760|Italy|92|145.0
4761|Portugal|91|24.0
4762|France|85|30.0
4763|Chile|86|9.0
4764|Italy|90|20.0
4765|Italy|83|21.0
4766|Spain|87|16.0
4767|US|89|50.0
4768|US|87|28.0
4769|US|87|32.0
4770|Italy|93|42.0
4771|Italy|87|40.0
4772|US|86|50.0
4773|Austria|91|70.0
4774|France|92|70.0
4775|France|86|15.0
4776|France|86|20.0
4777|US|93|50.0
4778|US|90|125.0
4779|US|88|25.0
4780|Italy|86|15.0
4781|US|87|20.0
4782|France|90|43.0
4783|Croatia|88|20.0
4784|US|83|10.0
4785|Australia|89|13.0
4786|US|83|8.0
4787|US|87|12.0
4788|US|89|17.0
4789|Chile|85|11.0
4790|Italy|91|42.0
4791|US|84|11.0
4792|France|87|20.0
4793|Italy|91|65.0
4794|US|86|30.0
4795|France|89|
4796|Australia|85|40.0
4797|New Zealand|87|19.0
4798|US|88|18.0
4799|Argentina|85|14.0
4800|Germany|93|55.0
4801|US|85|7.0
4802|Argentina|86|16.0
4803|Argentina|87|20.0
4804|US|88|55.0
4805|US|91|55.0
4806|Italy|83|18.0
4807|Chile|90|24.0
4808|US|87|50.0
4809|France|88|14.0
4810|US|92|34.0
4811|US|89|42.0
4812|Italy|88|25.0
4813|US|84|8.0
4814|US|89|28.0
4815|Italy|87|40.0
4816|US|85|12.0
4817|US|90|68.0
4818|US|89|40.0
4819|France|87|23.0
4820|Australia|90|14.0
4821|France|87|14.0
4822|US|91|25.0
4823|France|85|11.0
4824|Australia|84|11.0
4825|New Zealand|87|18.0
4826|Australia|92|165.0
4827|Italy|88|
4828|US|87|30.0
4829|France|90|79.0
4830|US|86|10.0
4831|US|93|55.0
4832|South Africa|89|21.0
4833|Spain|85|17.0
4834|Austria|88|45.0
4835|Spain|89|15.0
4836|France|87|
4837|US|81|14.0
4838|US|87|15.0
4839|South Africa|87|25.0
4840|Australia|87|30.0
4841|US|89|35.0
4842|Austria|91|20.0
4843|Argentina|84|15.0
4844|France|92|
4845|US|86|25.0
4846|Austria|89|16.0
4847|Germany|89|19.0
4848|US|90|28.0
4849|US|85|30.0
4850|US|93|125.0
4851|US|88|28.0
4852|France|85|15.0
4853|South Africa|84|11.0
4854|South Africa|90|25.0
4855|US|84|14.0
4856|Chile|86|14.0
4857|US|90|34.0
4858|Italy|91|
4859|US|96|175.0
4860|France|92|28.0
4861|US|83|14.0
4862|US|89|30.0
4863|US|88|12.0
4864|Italy|90|22.0
4865|Chile|86|9.0
4866|Portugal|90|16.0
4867|France|92|19.0
4868|Italy|85|13.0
4869|Italy|89|30.0
4870|Portugal|88|18.0
4871|US|88|29.0
4872|Austria|91|52.0
4873|South Africa|86|14.0
4874|US|90|45.0
4875|Germany|84|8.0
4876|France|86|56.0
4877|Chile|89|30.0
4878|France|88|
4879|US|92|45.0
4880|US|88|13.0
4881|Argentina|84|30.0
4882|Chile|85|13.0
4883|US|90|21.0
4884|US|86|17.0
4885|South Africa|87|30.0
4886|US|89|28.0
4887|New Zealand|89|32.0
4888|France|93|
4889|US|85|12.0
4890|US|90|43.0
4891|France|86|40.0
4892|France|90|20.0
4893|Chile|83|25.0
4894|US|87|12.0
4895|US|93|65.0
4896|Spain|88|18.0
4897|US|85|24.0
4898|Spain|84|9.0
4899|US|86|60.0
4900|US|88|25.0
4901|Italy|90|
4902|Argentina|84|28.0
4903|Italy|89|40.0
4904|France|90|21.0
4905|Spain|88|18.0
4906|Portugal|84|
4907|US|86|29.0
4908|Australia|93|65.0
4909|US|91|125.0
4910|Italy|90|38.0
4911|Portugal|88|10.0
4912|US|86|15.0
4913|Australia|86|9.0
4914|Italy|88|24.0
4915|Italy|90|20.0
4916|Spain|80|11.0
4917|Italy|86|21.0
4918|Italy|90|25.0
4919|US|83|38.0
4920|Spain|82|10.0
4921|US|90|48.0
4922|US|85|30.0
4923|New Zealand|90|
4924|US|87|19.0
4925|Italy|88|20.0
4926|Italy|84|12.0
4927|US|89|42.0
4928|US|91|21.0
4929|Germany|87|22.0
4930|Australia|93|99.0
4931|Chile|88|20.0
4932|Argentina|88|22.0
4933|US|82|24.0
4934|Australia|88|20.0
4935|US|90|20.0
4936|Australia|92|40.0
4937|Spain|88|14.0
4938|US|92|
4939|Argentina|84|10.0
4940|Germany|88|23.0
4941|South Africa|87|10.0
4942|France|92|19.0
4943|New Zealand|88|24.0
4944|Spain|90|30.0
4945|US|84|20.0
4946|Argentina|88|15.0
4947|Australia|88|15.0
4948|US|88|79.0
4949|Italy|90|90.0
4950|Italy|90|93.0
4951|Italy|87|28.0
4952|Argentina|85|20.0
4953|Austria|90|35.0
4954|Chile|88|35.0
4955|US|87|27.0
4956|Argentina|87|13.0
4957|US|90|32.0
4958|Italy|87|14.0
4959|Germany|90|75.0
4960|US|88|32.0
4961|France|87|16.0
4962|France|92|78.0
4963|France|88|22.0
4964|Austria|88|
4965|France|88|
4966|Chile|87|15.0
4967|Portugal|83|12.0
4968|Argentina|93|60.0
4969|US|88|32.0
4970|Spain|90|46.0
4971|Argentina|85|11.0
4972|US|92|32.0
4973|Spain|86|14.0
4974|US|87|30.0
4975|US|85|15.0
4976|France|93|
4977|US|91|35.0
4978|Spain|90|25.0
4979|Germany|83|16.0
4980|US|83|32.0
4981|Australia|87|30.0
4982|US|88|19.0
4983|France|90|
4984|Italy|87|26.0
4985|South Africa|89|30.0
4986|US|90|30.0
4987|Italy|87|20.0
4988|US|88|46.0
4989|US|95|150.0
4990|US|89|15.0
4991|Italy|89|14.0
4992|Argentina|84|17.0
4993|Argentina|87|13.0
4994|US|91|24.0
4995|Portugal|90|24.0
4996|Australia|89|18.0
4997|Spain|87|49.0
4998|Moldova|86|9.0
4999|Italy|88|45.0
